Ref,Val,Package,PosX,PosY,Rot,Side
"D1","1N4448X-TP","D_SOD-523",48.756800,-37.185600,180.000000,top
"R1","22k","R_0603_1608Metric",50.659800,-16.814800,0.000000,top
